"year","region_id","name","ons_code","road_category_id","total_link_length_km","total_link_length_miles","pedal_cycles","two_wheeled_motor_vehicles","cars_and_taxis","buses_and_coaches","lgvs","all_hgvs","all_motor_vehicles"
1993,7,"East of England","E12000006",1,243.524,151.32,0,22061577.2637795,2982840021.15148,24349568.5198441,402442460.406228,491258061.048477,3922951688.3898
1993,7,"East of England","E12000006",3,1134.757,705.11,4694945.89099658,41455554.5613616,4452817336.75336,28696718.0416368,587399101.124433,627710808.876163,5738079518.73559
1993,7,"East of England","E12000006",4,2719.344,1689.72,44454687.7485485,74846773.5922214,6194496451.97049,61716278.8067685,783919766.687545,378998242.762268,7493977514.44067
1993,7,"East of England","E12000006",5,3271.7,2032.94,22791273.9600732,30065666.5075956,2105991012.48708,27035860.5742464,325494735.743259,84600309.1943053,2573187584.50648
1993,7,"East of England","E12000006",6,31339.1,19473.21,293629578.262944,101625258.490416,7259964308.43872,113018099.300087,877129439.075797,158510548.397359,8510247653.70238
1993,8,"Yorkshire and The Humber","E12000003",1,333.613,207.3,0,8247773.00564702,2698357089.59676,20992396.2807206,409162533.926867,716123189.945717,3852882986.48393
1993,8,"Yorkshire and The Humber","E12000003",2,5.612,3.49,0,350832.388849121,63187950.4941144,703919.733754871,9671476.07969458,4893543.58048994,78807721.6555317
1993,8,"Yorkshire and The Humber","E12000003",3,703.57,437.18,4635529.13485246,19262607.0001193,2256885652.78772,19297347.8634773,284913247.260996,386364014.157321,2966722869.691
1993,8,"Yorkshire and The Humber","E12000003",4,2559.104,1590.15,39256439.2696652,55508898.656844,5255364660.38336,86989825.6680983,646435678.139665,321259994.755627,6365559055.11811
1993,8,"Yorkshire and The Humber","E12000003",5,1923.5,1195.21,14742652.907023,18608203.0939314,1335843051.57878,22445791.5771892,189426872.067128,56368930.4461942,1622692848.76322
1993,8,"Yorkshire and The Humber","E12000003",6,25571.2,15889.21,172749890.63867,69252440.7460431,5266356353.89326,85455315.9548238,664667715.541239,139313906.784379,6225045732.91975
1993,9,"South East","E12000008",1,594.195,369.22,0,50395835.1974469,7754122450.514,76936464.7955937,903397401.674222,833087174.028673,9617939326.20993
1993,9,"South East","E12000008",2,16.997,10.56,0,2005021.92197566,186217578.715303,1175999.66197407,16651357.9446035,10686879.250179,216736836.872664
1993,9,"South East","E12000008",3,855.597,531.64,4324816.81977253,48825488.5220313,4509390236.02163,34419753.6387497,530639317.01364,420353983.362165,5543628779.80096
1993,9,"South East","E12000008",4,4269.653,2653.04,70320241.0423129,136959897.945995,10889545314.7369,111396965.471646,1237829333.56697,482946727.983576,12858678240.9479
1993,9,"South East","E12000008",5,3091.2,1920.78,29583482.4624195,36052577.9448024,2700162923.5266,28208388.0139982,345566267.99491,82267060.3674541,3192257217.84777
